City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,hinton,53.4001,-117.5857,0.38,96,98,1.15,CA,1681707667
363,alyangula,-13.8483,136.4192,28.07,62,93,6.35,AU,1681707931
364,gursarai,25.6148,79.1788,39.53,9,4,5.47,IN,1681707931
365,gamba,-2.65,10.0,24.09,90,100,2.45,GA,1681707931
366,coihaique,-45.5752,-72.0662,0.97,93,0,1.03,CL,1681707931
367,amzacea,43.95,28.4,10.52,91,84,6.82,RO,1681707932
368,sarkand,45.41,79.9186,9.45,88,99,4.94,KZ,1681707932
369,manokwari,-0.8667,134.0833,28.32,79,96,4.53,ID,1681707932
370,fort nelson,58.8053,-122.7002,10.77,43,100,0.0,CA,1681707933
371,romny,50.751,33.4747,6.8,57,94,4.99,UA,1681707933
372,daru,-9.0763,143.2092,28.58,79,94,3.46,PG,1681707933
373,shafter,35.5005,-119.2718,19.48,63,6,4.4,US,1681707933
374,szczytno,53.5626,20.9875,5.96,93,100,3.09,PL,1681707344
375,okitipupa,6.5047,4.7839,24.99,94,100,0.39,NG,1681707934
376,esperance,-33.8667,121.9,22.34,54,3,5.85,AU,1681707934
377,gamboma,-1.8764,15.8644,21.78,94,100,1.11,CG,1681707743
378,olivet,47.8622,1.8991,5.55,92,0,1.54,FR,1681707935
379,sao joao da barra,-21.6403,-41.0511,22.69,86,0,1.24,BR,1681707809
380,chumikan,54.7183,135.315,-0.74,82,76,0.45,RU,1681707936
381,humberto de campos,-2.5983,-43.4611,24.26,94,100,0.84,BR,1681707936
382,quatre cocos,-20.2078,57.7625,28.38,77,56,3.99,MU,1681707936
383,ryotsu,38.0833,138.4333,8.56,64,93,3.91,JP,1681707937
384,bayshore gardens,27.4253,-82.5904,23.88,85,0,3.6,US,1681707937
385,saint-joseph,-21.3667,55.6167,27.48,78,32,2.52,RE,1681707937
386,bowen,-20.0167,148.2333,23.78,85,100,3.33,AU,1681707938
387,sao miguel do araguaia,-13.275,-50.1628,24.9,74,96,1.33,BR,1681707657
388,hailun,47.45,126.9333,13.01,19,79,4.29,CN,1681707938
389,kruisfontein,-34.0033,24.7314,13.57,58,0,1.66,ZA,1681707938
390,half moon bay,37.4636,-122.4286,12.41,86,100,5.66,US,1681707939
391,kannangad,12.3081,75.1063,31.79,64,39,3.06,IN,1681707939
392,paciran,-6.8767,112.3761,29.3,72,91,2.81,ID,1681707939
393,miri,4.4148,114.0089,32.08,70,40,2.57,MY,1681707939
394,derzhavinsk,51.1,66.3167,-0.85,79,47,7.25,KZ,1681707939
395,arlit,18.7369,7.3853,25.11,14,1,2.67,NE,1681707940
396,sao gabriel da cachoeira,-0.1303,-67.0892,21.88,100,100,0.81,BR,1681707940
397,uyutne,45.1994,33.3014,7.86,69,100,9.68,UA,1681707940
398,mayor pablo lagerenza,-19.9309,-60.7718,20.05,95,93,1.88,PY,1681707940
399,french harbor,16.35,-86.4333,27.0,83,20,7.72,HN,1681707941
400,devgarh,25.5333,73.9,32.66,18,0,5.24,IN,1681707941
401,lompoc,34.6391,-120.4579,9.88,90,0,4.12,US,1681707685
402,kisangani,0.5167,25.2,20.91,99,100,1.62,CD,1681707941
403,puerto escondido,15.85,-97.0667,26.74,75,4,0.61,MX,1681707941
404,thunder bay,48.4001,-89.3168,-2.01,80,100,7.2,CA,1681707942
405,cabanas,22.9758,-82.9219,24.26,83,96,4.21,CU,1681707942
406,ciudad bolivar,8.1222,-63.5497,27.33,60,95,4.91,VE,1681707942
407,verkhoyansk,67.5447,133.385,-2.51,81,100,0.82,RU,1681707943
408,broome,42.2506,-75.833,18.44,84,100,4.12,US,1681707944
409,besancon,47.2488,6.0182,7.1,92,99,1.62,FR,1681707944
410,pundaguitan,6.3711,126.1689,28.6,71,72,3.21,PH,1681707944
411,camacari,-12.6975,-38.3242,27.87,87,21,1.47,BR,1681707944
412,dong hoi,17.4833,106.6,30.64,71,84,4.56,VN,1681707945
413,kasamwa,-2.85,32.4333,18.97,90,92,1.5,TZ,1681707945
414,santa fe,-31.6333,-60.7,15.0,83,97,1.79,AR,1681707901
415,laminusa,5.5549,120.9136,28.74,66,60,0.72,PH,1681707945
416,la libertad,-2.2333,-80.9,24.83,87,100,4.46,EC,1681707946
417,itarema,-2.9248,-39.9167,24.49,91,100,3.19,BR,1681707946
418,ongandjera,-17.8833,15.0667,20.66,40,19,1.85,NA,1681707946
419,kampot,10.6167,104.1833,29.03,62,39,3.66,KH,1681707947
420,ngaoundere,7.3167,13.5833,17.14,73,89,1.15,CM,1681707947
421,abha,18.2164,42.5053,19.14,45,0,3.09,SA,1681707947
422,vao,-22.6667,167.4833,26.57,87,99,5.39,NC,1681707947
423,axim,4.8699,-2.2405,26.51,84,99,2.19,GH,1681707948
424,makaryev,57.8797,43.8069,7.04,48,100,1.36,RU,1681707948
425,kirakira,-10.4544,161.9205,29.0,68,81,2.96,SB,1681707948
426,constitucion,-35.3333,-72.4167,9.56,87,1,4.39,CL,1681707948
427,la paz,-16.5,-68.15,9.21,80,41,1.03,BO,1681707948
428,santo tomas,14.1079,121.1414,31.14,57,77,1.09,PH,1681707949
429,mehamn,71.0357,27.8492,1.97,93,75,5.66,NO,1681707949
430,aksu,41.1231,80.2644,22.6,15,100,6.41,CN,1681707949
431,rio gallegos,-51.6226,-69.2181,3.03,65,40,7.2,AR,1681707949
432,gornopravdinsk,60.05,69.9,-11.15,62,16,5.23,RU,1681707949
433,kenora,49.8167,-94.4337,-0.46,69,40,4.12,CA,1681707950
434,gizo,-8.103,156.8419,28.43,61,15,3.09,SB,1681707950
435,jinxiang,27.4327,120.6062,23.44,72,32,3.4,CN,1681707950
436,upata,8.0086,-62.3989,24.0,84,78,1.76,VE,1681707950
437,burnie,-41.0667,145.9167,21.36,71,21,4.39,AU,1681707950
438,jucas,-6.5253,-39.5275,22.16,98,100,1.85,BR,1681707840
439,viedma,-40.8135,-62.9967,12.39,44,100,3.83,AR,1681707951
440,zaraza,9.3503,-65.3245,25.48,75,98,3.69,VE,1681707951
441,kieta,-6.2167,155.6333,29.27,61,3,1.91,PG,1681707951
442,touba,8.2833,-7.6833,22.2,84,96,1.71,CI,1681707768
443,goderich,43.7501,-81.7165,7.18,76,89,6.17,CA,1681707710
444,mrakovo,52.7161,56.6244,4.05,51,4,3.55,RU,1681707952
445,nantucket,41.2835,-70.0995,11.08,100,100,1.54,US,1681707701
446,hovd,48.0056,91.6419,12.21,16,95,0.88,MN,1681707952
447,sioux lookout,50.1001,-91.917,-3.96,86,100,6.69,CA,1681707952
448,peterhead,57.5058,-1.7981,8.22,96,94,6.76,GB,1681707953
449,caravelas,-17.7125,-39.2481,23.89,83,83,2.42,BR,1681707953
450,kibakwe,-6.7167,36.3667,19.32,84,60,1.28,TZ,1681707953
451,guanica,17.9716,-66.908,22.81,77,2,2.28,PR,1681707953
452,gore,-46.1028,168.9436,15.71,69,99,0.82,NZ,1681707953
453,san quintin,30.4833,-115.95,13.49,86,16,6.13,MX,1681707954
454,cheremukhovo,60.3484,59.9851,-0.47,68,100,1.73,RU,1681707954
455,punta alta,-38.8759,-62.0736,14.48,70,8,4.82,AR,1681707954
456,sur,22.5667,59.5289,29.79,42,11,2.01,OM,1681707954
457,mehran,33.1222,46.1646,22.71,41,0,2.05,IR,1681707954
458,cody,44.5263,-109.0565,9.11,46,0,2.57,US,1681707688
459,piacabucu,-10.4056,-36.4344,25.24,83,35,1.9,BR,1681707820
460,blairmore,49.6,-114.4353,4.93,87,100,4.12,CA,1681707955
461,ostrovnoy,68.0531,39.5131,-5.09,85,32,2.85,RU,1681707955
462,sabang,5.8933,95.3214,29.08,71,14,2.22,ID,1681707955
463,barghat,22.0333,79.7167,37.32,11,4,4.86,IN,1681707956
464,mapastepec,15.4333,-92.9,25.9,80,69,2.1,MX,1681707956
465,goundam,16.4145,-3.6708,24.66,9,0,2.95,ML,1681707956
466,aransas pass,27.9095,-97.15,23.0,57,0,3.09,US,1681707956
467,cabedelo,-6.9811,-34.8339,24.37,84,97,4.0,BR,1681707957
468,kalabo,-14.97,22.6814,19.09,65,100,2.56,ZM,1681707957
469,gemunden,50.05,9.7,9.32,95,99,1.41,DE,1681707957
470,suntar,62.1444,117.6319,-5.37,72,100,5.48,RU,1681707957
471,aleksandrov gay,50.147,48.5704,7.8,50,10,3.77,RU,1681707958
472,ponta delgada,37.7333,-25.6667,15.4,77,75,2.06,PT,1681707958
473,varhaug,58.6147,5.6457,4.94,84,69,1.9,NO,1681707958
474,amguri,26.8,94.5333,35.8,24,2,2.51,IN,1681707958
475,culpeper,38.5004,-77.9664,19.84,68,100,4.63,US,1681707959
476,saldanha,-33.0117,17.9442,12.03,82,0,2.68,ZA,1681707959
477,olinda,-8.0089,-34.8553,23.85,88,75,1.54,BR,1681707766
478,kharabali,47.4196,47.2568,9.8,34,7,3.29,RU,1681707959
479,vostok,46.4856,135.8833,6.39,34,96,3.9,RU,1681707959
480,banyo,6.75,11.8167,18.99,70,99,0.66,CM,1681707960
481,novobirilyussy,56.9514,90.6661,-0.1,56,100,4.59,RU,1681707960
482,shenjiamen,29.9576,122.298,17.3,91,25,8.23,CN,1681707960
483,curup,-3.4667,102.5333,29.19,53,99,2.26,ID,1681707960
484,bolnisi,41.4479,44.5384,7.77,93,100,1.61,GE,1681707960
485,orange walk,17.8333,-88.8333,23.66,88,26,1.33,BZ,1681707918
486,sayan,-11.1361,-77.1933,21.69,90,99,0.95,PE,1681707961
487,balestrand,61.2076,6.5334,4.21,87,58,1.35,NO,1681707961
488,cochrane,51.1834,-114.4687,10.58,57,100,5.14,CA,1681707961
489,mamlyutka,54.9375,68.5394,-3.99,34,48,8.57,KZ,1681707962
490,moshenskoye,58.5102,34.5911,4.88,81,100,0.93,RU,1681707962
491,baykit,61.67,96.37,-5.48,72,100,2.29,RU,1681707962
492,yumen,40.2833,97.2,17.35,30,91,6.46,CN,1681707962
493,sandy bay,-42.913,147.3532,19.94,55,40,8.75,AU,1681707963
494,nuuk,64.1835,-51.7216,-1.66,93,20,6.71,GL,1681707963
495,bilma,18.6853,12.9164,26.83,11,38,4.39,NE,1681707964
496,novaya igirma,57.1334,103.9112,-0.62,53,100,2.77,RU,1681707964
497,klaksvik,62.2266,-6.589,10.51,99,100,8.05,FO,1681707965
498,batalha,-9.6778,-37.1247,22.87,93,57,1.67,BR,1681707966
499,havoysund,70.9963,24.6622,3.13,95,99,11.01,NO,1681707967
500,nome,64.5011,-165.4064,-10.96,62,0,2.57,US,1681707940
501,kundiawa,-6.0167,144.9667,23.02,70,92,1.0,PG,1681707967
502,miranda,3.2499,-76.2281,19.07,91,100,0.85,CO,1681707693
503,severo-kurilsk,50.6789,156.125,1.85,98,98,6.84,RU,1681707967
504,loa janan,-0.583,117.095,35.24,44,81,0.78,ID,1681707968
505,hambantota,6.1241,81.1185,31.19,74,20,2.06,LK,1681707968
506,dudinka,69.4058,86.1778,-13.61,89,87,3.99,RU,1681707968
507,itoman,26.1247,127.6694,27.43,60,0,5.66,JP,1681707969
508,chokwe,-24.5333,32.9833,17.9,84,0,1.04,MZ,1681707969
509,baile tusnad,46.15,25.85,6.1,92,97,2.88,RO,1681707969
510,aquiraz,-3.9014,-38.3911,26.05,89,98,2.61,BR,1681707970
511,murray bridge,-35.1167,139.2667,22.29,41,0,2.02,AU,1681707970
512,biak,-0.9131,122.8766,29.11,70,82,0.48,ID,1681707970
513,leshukonskoye,64.8989,45.7622,-1.25,92,100,1.36,RU,1681707970
514,antigonish,45.6169,-61.9986,5.64,97,100,1.52,CA,1681707971
515,homestead,25.4687,-80.4776,24.0,87,75,3.09,US,1681707971
516,collie,-33.3667,116.15,21.07,52,72,5.14,AU,1681707972
517,lukovetskiy,64.2956,41.9211,0.51,94,100,1.25,RU,1681707972
518,zhigansk,66.7697,123.3711,-0.78,90,82,1.35,RU,1681707973
519,kavaratti,10.5669,72.642,28.36,71,8,0.86,IN,1681707973
520,heyang,26.1011,107.473,20.57,85,98,4.75,CN,1681707974
521,emilio carranza,19.9711,-96.6114,20.47,93,100,4.9,MX,1681707974
522,lyngseidet,69.5763,20.2189,3.0,99,97,1.55,NO,1681707974
523,businga,3.3333,20.8833,20.9,99,100,0.16,CD,1681707975
524,norman wells,65.282,-126.8329,-3.98,74,75,1.54,CA,1681707975
525,lagos de moreno,21.35,-101.9167,15.59,69,29,4.08,MX,1681707975
526,barranca,-10.75,-77.7667,23.61,82,99,3.21,PE,1681707975
527,thiruvananthapuram,8.4833,76.9167,31.52,61,15,1.94,IN,1681707976
528,pavlovka,52.6897,47.1405,6.52,48,24,2.26,RU,1681707976
529,bone,51.9669,12.1396,7.36,88,99,4.03,DE,1681707977
530,miandrivazo,-19.5167,45.4667,25.79,68,10,1.68,MG,1681707977
531,sinnamary,5.3833,-52.95,25.09,89,100,4.15,GF,1681707686
532,sambava,-14.2667,50.1667,26.31,73,21,3.9,MG,1681707978
533,sorland,67.667,12.6934,5.92,80,100,2.8,NO,1681707978
534,comodoro rivadavia,-45.8667,-67.5,8.92,53,75,5.66,AR,1681707761
535,pithora,21.2667,82.5167,40.52,13,0,0.2,IN,1681707979
536,lima,-12.0432,-77.0282,23.83,80,0,6.17,PE,1681707445
537,shu,43.5983,73.7614,11.67,44,100,5.29,KZ,1681707980
538,mitu,1.1983,-70.1733,21.95,99,100,0.24,CO,1681707980
539,puerto baquerizo moreno,-0.9,-89.6,26.62,77,100,1.24,EC,1681707981
540,nong khae,14.3406,100.8673,37.93,33,41,4.62,TH,1681707981
541,bilibino,68.0546,166.4372,-5.65,67,38,0.95,RU,1681707981
542,belmonte,-15.8631,-38.8828,24.94,85,72,3.83,BR,1681707982
543,dunedin,-45.8742,170.5036,15.27,74,87,3.92,NZ,1681707982
544,netrakona,24.8833,90.7167,37.19,33,1,3.24,BD,1681707983
545,maldegem,51.2015,3.4472,8.28,91,100,2.93,BE,1681707983
546,necochea,-38.5473,-58.7368,8.9,79,57,4.43,AR,1681707984
547,manacapuru,-3.2997,-60.6206,24.19,92,100,1.49,BR,1681707984
548,takoradi,4.8845,-1.7554,26.83,82,92,2.49,GH,1681707984
549,banda,25.4833,80.3333,40.31,8,5,4.38,IN,1681707984
550,henties bay,-22.116,14.2845,19.08,70,63,3.55,NA,1681707985
551,banda aceh,5.5577,95.3222,30.91,65,13,3.02,ID,1681707985
552,omsukchan,62.5333,155.8,-3.28,87,100,1.56,RU,1681707986
553,tigil,57.8,158.6667,1.85,86,100,5.75,RU,1681707986
554,nalut,30.3333,10.85,12.11,43,0,5.49,LY,1681707986
555,jacmel,18.2342,-72.5347,23.91,85,4,1.02,HT,1681707987
556,kangaatsiaq,68.3065,-53.4641,-6.7,87,97,6.99,GL,1681707987
557,tura,25.5198,90.2201,35.21,28,2,3.29,IN,1681707899
558,duekoue,6.7472,-7.3496,23.68,96,75,1.05,CI,1681707718
